Type,Teff,log g,M/Mo,Mbol,BC,U,B,V,R,I,2MASS_J,2MASS_H,2MASS_Ks,MKO_Y,MKO_J,MKO_H,MKO_K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age
DB,15000,7,0.22,8.649,-1.18,8.747,9.756,9.829,9.859,9.912,10.175,10.244,10.314,10.111,10.152,10.217,10.291,10.342,10.361,10.37,10.352,10.347,10.359,10.369,10.372,9.583,9.677,9.962,10.226,10.49,9.702,9.965,10.233,10.449,10.616,9.789,9.67,9.874,9.803,9.734,9.898,10.425,9.734,3.28E+06
DB,16000,7,0.223,8.356,-1.307,8.566,9.579,9.663,9.709,9.777,10.055,10.135,10.209,9.982,10.032,10.107,10.186,10.24,10.259,10.268,10.249,10.245,10.257,10.267,10.27,9.402,9.503,9.809,10.087,10.358,9.529,9.812,10.094,10.317,10.485,9.628,9.5,9.734,9.642,9.564,9.759,10.027,9.472,2.05E+06
DB,17000,7,0.225,8.082,-1.436,8.41,9.426,9.518,9.579,9.659,9.946,10.034,10.112,9.866,9.923,10.006,10.089,10.147,10.168,10.182,10.17,10.152,10.166,10.177,10.182,9.247,9.351,9.676,9.965,10.242,9.378,9.679,9.973,10.201,10.367,9.489,9.352,9.612,9.502,9.417,9.637,9.675,9.241,1.32E+06
DB,18000,7,0.227,7.824,-1.572,8.275,9.295,9.395,9.468,9.559,9.851,9.947,10.027,9.766,9.829,9.919,10.004,10.066,10.09,10.112,10.105,10.072,10.088,10.101,10.109,9.113,9.222,9.563,9.863,10.144,9.25,9.566,9.871,10.103,10.267,9.37,9.227,9.509,9.383,9.291,9.534,9.366,9.039,8.82E+05
DB,19000,7,0.229,7.58,-1.716,8.161,9.186,9.296,9.379,9.479,9.775,9.877,9.957,9.686,9.753,9.848,9.935,9.999,10.026,10.053,10.05,10.006,10.023,10.038,10.048,9,9.116,9.472,9.781,10.066,9.145,9.475,9.789,10.026,10.188,9.273,9.123,9.426,9.286,9.188,9.452,9.095,8.866,6.23E+05
DB,20000,7,0.231,7.349,-1.876,8.078,9.106,9.224,9.316,9.424,9.723,9.826,9.906,9.632,9.701,9.798,9.883,9.948,9.975,10.005,10.005,9.954,9.972,9.988,9.999,8.917,9.038,9.408,9.723,10.012,9.069,9.41,9.732,9.972,10.133,9.203,9.048,9.369,9.216,9.113,9.394,8.872,8.733,4.62E+05
DB,21000,7,0.233,7.129,-2.058,8.035,9.063,9.186,9.283,9.394,9.694,9.796,9.873,9.602,9.672,9.768,9.851,9.913,9.94,9.973,9.974,9.919,9.938,9.954,9.966,8.874,8.996,9.374,9.693,9.983,9.027,9.376,9.701,9.943,10.104,9.165,9.008,9.338,9.179,9.073,9.364,8.741,8.664,3.54E+05
DB,22000,7,0.234,6.919,-2.237,7.999,9.027,9.155,9.254,9.368,9.667,9.767,9.843,9.576,9.645,9.739,9.82,9.881,9.908,9.942,9.944,9.886,9.905,9.921,9.934,8.838,8.961,9.345,9.666,9.957,8.993,9.347,9.675,9.917,10.078,9.134,8.974,9.311,9.147,9.04,9.337,8.621,8.611,2.77E+05
DB,23000,7,0.236,6.718,-2.398,7.947,8.98,9.116,9.217,9.333,9.632,9.73,9.804,9.542,9.61,9.702,9.781,9.842,9.87,9.906,9.909,9.848,9.868,9.885,9.898,8.787,8.917,9.307,9.63,9.922,8.95,9.309,9.639,9.882,10.043,9.093,8.93,9.275,9.106,8.997,9.301,8.471,8.534,2.19E+05
DB,24000,7,0.237,6.526,-2.532,7.869,8.912,9.059,9.163,9.283,9.585,9.684,9.759,9.495,9.563,9.655,9.736,9.799,9.828,9.866,9.87,9.805,9.825,9.843,9.857,8.708,8.853,9.252,9.579,9.873,8.888,9.255,9.588,9.832,9.996,9.034,8.867,9.224,9.047,8.934,9.25,8.312,8.424,1.73E+05
DB,25000,7,0.239,6.343,-2.654,7.781,8.838,8.997,9.104,9.228,9.536,9.636,9.713,9.444,9.514,9.608,9.69,9.754,9.785,9.825,9.829,9.761,9.782,9.8,9.815,8.621,8.782,9.192,9.523,9.82,8.82,9.195,9.532,9.779,9.944,8.969,8.797,9.167,8.982,8.865,9.194,8.16,8.306,1.36E+05
DB,26000,7,0.24,6.166,-2.768,7.694,8.764,8.935,9.045,9.174,9.488,9.59,9.668,9.394,9.466,9.561,9.645,9.711,9.742,9.784,9.789,9.718,9.739,9.758,9.774,8.535,8.713,9.133,9.467,9.767,8.752,9.136,9.476,9.726,9.893,8.905,8.727,9.112,8.918,8.796,9.138,8.016,8.192,1.08E+05
DB,27000,7,0.242,5.996,-2.878,7.61,8.693,8.874,8.987,9.121,9.441,9.544,9.624,9.345,9.419,9.515,9.601,9.668,9.7,9.743,9.75,9.675,9.697,9.717,9.733,8.45,8.646,9.074,9.412,9.715,8.687,9.077,9.422,9.673,9.843,8.842,8.659,9.057,8.854,8.729,9.083,7.877,8.081,0.00E+00
DB,28000,7,0.243,5.83,-2.983,7.527,8.623,8.814,8.929,9.067,9.393,9.498,9.58,9.296,9.372,9.469,9.557,9.625,9.658,9.702,9.711,9.633,9.655,9.675,9.692,8.367,8.579,9.015,9.358,9.663,8.622,9.019,9.367,9.621,9.793,8.78,8.592,9.002,8.792,8.663,9.028,7.743,7.973,0.00E+00
DB,29000,7,0.245,5.669,-3.084,7.445,8.554,8.753,8.871,9.013,9.345,9.452,9.535,9.247,9.324,9.423,9.512,9.582,9.615,9.661,9.671,9.589,9.612,9.633,9.65,8.286,8.513,8.957,9.303,9.611,8.558,8.96,9.312,9.568,9.742,8.718,8.525,8.947,8.73,8.597,8.973,7.612,7.867,0.00E+00
DB,30000,7,0.247,5.513,-3.18,7.364,8.485,8.693,8.813,8.959,9.296,9.404,9.489,9.196,9.275,9.376,9.466,9.538,9.572,9.619,9.631,9.545,9.569,9.59,9.608,8.205,8.448,8.898,9.247,9.558,8.493,8.902,9.256,9.515,9.691,8.655,8.459,8.891,8.667,8.532,8.918,7.483,7.763,0.00E+00
DB,31000,7,0.25,5.36,-3.273,7.285,8.417,8.633,8.756,8.905,9.248,9.357,9.443,9.146,9.226,9.328,9.421,9.494,9.529,9.578,9.593,9.501,9.526,9.547,9.565,8.126,8.383,8.84,9.192,9.506,8.43,8.844,9.201,9.462,9.64,8.594,8.393,8.836,8.606,8.467,8.862,7.356,7.66,0.00E+00
DB,32000,7,0.252,5.213,-3.361,7.207,8.351,8.574,8.699,8.851,9.199,9.311,9.399,9.097,9.178,9.282,9.376,9.45,9.486,9.537,9.555,9.458,9.483,9.505,9.524,8.048,8.319,8.782,9.137,9.454,8.367,8.786,9.147,9.409,9.589,8.533,8.328,8.781,8.545,8.403,8.808,7.232,7.56,0.00E+00
DB,33000,7,0.254,5.071,-3.445,7.131,8.286,8.516,8.643,8.799,9.152,9.265,9.355,9.049,9.131,9.236,9.332,9.408,9.444,9.498,9.52,9.416,9.441,9.464,9.484,7.973,8.257,8.726,9.084,9.403,8.307,8.73,9.094,9.358,9.54,8.474,8.265,8.728,8.486,8.341,8.755,7.11,7.463,0.00E+00
DB,34000,7,0.256,4.933,-3.526,7.057,8.223,8.459,8.588,8.747,9.106,9.22,9.311,9.001,9.085,9.191,9.289,9.366,9.403,9.46,9.486,9.374,9.4,9.423,9.444,7.898,8.196,8.671,9.031,9.353,8.247,8.675,9.041,9.308,9.491,8.416,8.203,8.675,8.427,8.28,8.702,6.988,7.368,0.00E+00
DB,35000,7,0.258,4.799,-3.603,6.984,8.159,8.402,8.534,8.696,9.059,9.175,9.268,8.953,9.038,9.146,9.245,9.324,9.362,9.422,9.452,9.332,9.359,9.383,9.405,7.825,8.135,8.616,8.979,9.303,8.187,8.62,8.989,9.257,9.443,8.358,8.141,8.623,8.368,8.219,8.65,6.866,7.273,0.00E+00
DB,36000,7,0.26,4.668,-3.677,6.91,8.095,8.345,8.479,8.644,9.012,9.13,9.224,8.904,8.991,9.101,9.201,9.281,9.321,9.385,9.419,9.29,9.318,9.343,9.366,7.751,8.074,8.56,8.926,9.252,8.126,8.564,8.936,9.206,9.394,8.299,8.079,8.57,8.31,8.157,8.597,6.744,7.179,0.00E+00
DB,37000,7,0.262,4.54,-3.746,6.836,8.031,8.287,8.422,8.591,8.964,9.083,9.179,8.855,8.943,9.054,9.157,9.238,9.279,9.348,9.385,9.247,9.276,9.302,9.327,7.677,8.011,8.504,8.872,9.201,8.065,8.508,8.882,9.154,9.343,8.239,8.016,8.516,8.25,8.095,8.543,6.619,7.083,0.00E+00
DB,38000,7,0.264,4.415,-3.811,6.76,7.964,8.226,8.365,8.536,8.914,9.035,9.132,8.804,8.893,9.006,9.11,9.194,9.237,9.31,9.35,9.203,9.233,9.26,9.287,7.601,7.947,8.445,8.816,9.147,8.002,8.449,8.826,9.101,9.292,8.178,7.95,8.46,8.188,8.03,8.487,6.491,6.984,0.00E+00
DB,39000,7,0.267,4.292,-3.872,6.681,7.895,8.164,8.305,8.48,8.863,8.986,9.085,8.751,8.842,8.957,9.063,9.149,9.193,9.271,9.313,9.158,9.189,9.218,9.247,7.523,7.88,8.385,8.759,9.092,7.936,8.389,8.769,9.045,9.238,8.114,7.883,8.403,8.124,7.964,8.43,6.362,6.883,0.00E+00
DB,40000,7,0.269,4.172,-3.927,6.6,7.824,8.099,8.242,8.421,8.809,8.935,9.036,8.696,8.789,8.905,9.014,9.102,9.149,9.232,9.275,9.112,9.145,9.175,9.206,7.442,7.811,8.322,8.699,9.035,7.869,8.326,8.709,8.988,9.182,8.048,7.813,8.343,8.058,7.895,8.37,6.232,6.779,0.00E+00
DB,42500,7,0.275,3.884,-4.052,6.392,7.645,7.936,8.086,8.272,8.673,8.804,8.909,8.557,8.653,8.774,8.888,8.98,9.027,9.09,9.086,8.99,9.023,9.052,9.076,7.234,7.639,8.164,8.548,8.89,7.699,8.168,8.558,8.841,9.041,7.882,7.637,8.192,7.892,7.721,8.22,5.926,6.517,0.00E+00
DB,45000,7,0.281,3.613,-4.08,6.084,7.382,7.693,7.845,8.038,8.46,8.595,8.705,8.342,8.439,8.565,8.684,8.777,8.821,8.861,8.841,8.787,8.817,8.841,8.857,6.925,7.385,7.922,8.311,8.662,7.451,7.927,8.321,8.611,8.822,7.633,7.375,7.958,7.642,7.463,7.985,5.636,6.2,0.00E+00
DB,47500,7,0.287,3.357,-4.212,5.935,7.252,7.569,7.716,7.906,8.327,8.455,8.563,8.214,8.307,8.425,8.541,8.631,8.674,8.73,8.733,8.64,8.671,8.697,8.718,6.776,7.258,7.794,8.178,8.53,7.326,7.799,8.189,8.478,8.695,7.504,7.244,7.827,7.512,7.333,7.854,5.509,6.063,0.00E+00
DB,50000,7,0.292,3.113,-4.393,5.861,7.184,7.506,7.652,7.843,8.266,8.393,8.501,8.153,8.246,8.364,8.48,8.569,8.613,8.671,8.675,8.579,8.61,8.636,8.658,6.703,7.192,7.731,8.115,8.468,7.261,7.736,8.126,8.416,8.634,7.439,7.177,7.764,7.447,7.267,7.791,5.426,5.985,0.00E+00
DB,52500,7,0.298,2.879,-4.572,5.798,7.125,7.45,7.597,7.789,8.213,8.34,8.449,8.1,8.193,8.311,8.427,8.516,8.56,8.618,8.622,8.526,8.557,8.583,8.605,6.64,7.134,7.675,8.061,8.414,7.203,7.681,8.071,8.362,8.581,7.382,7.118,7.709,7.39,7.209,7.736,5.351,5.917,0.00E+00
DB,55000,7,0.305,2.654,-4.743,5.739,7.069,7.397,7.544,7.737,8.162,8.289,8.398,8.048,8.142,8.26,8.376,8.465,8.509,8.567,8.57,8.475,8.506,8.532,8.554,6.58,7.079,7.622,8.009,8.363,7.148,7.628,8.019,8.31,8.529,7.328,7.063,7.657,7.336,7.153,7.684,5.278,5.852,0.00E+00
DB,57500,7,0.311,2.439,-4.906,5.681,7.014,7.344,7.492,7.686,8.113,8.24,8.348,7.998,8.092,8.21,8.327,8.416,8.46,8.518,8.52,8.426,8.457,8.483,8.505,6.523,7.024,7.57,7.958,8.312,7.094,7.576,7.968,8.259,8.479,7.275,7.008,7.606,7.283,7.099,7.633,5.207,5.788,0.00E+00
DB,60000,7,0.317,2.232,-5.06,5.624,6.959,7.292,7.441,7.636,8.063,8.191,8.299,7.948,8.043,8.161,8.278,8.367,8.412,8.469,8.47,8.377,8.408,8.435,8.457,6.466,6.97,7.519,7.907,8.262,7.041,7.524,7.917,8.209,8.429,7.222,6.954,7.555,7.23,7.045,7.582,5.135,5.724,0.00E+00
DB,65000,7,0.33,1.842,-5.344,5.509,6.847,7.185,7.336,7.533,7.962,8.091,8.2,7.847,7.942,8.061,8.178,8.269,8.314,8.372,8.37,8.279,8.31,8.337,8.36,6.35,6.86,7.413,7.803,8.16,6.931,7.418,7.814,8.107,8.327,7.114,6.844,7.451,7.121,6.935,7.478,4.989,5.594,0.00E+00
DB,70000,7,0.343,1.477,-5.599,5.392,6.733,7.076,7.228,7.427,7.86,7.99,8.1,7.743,7.839,7.96,8.078,8.17,8.216,8.274,8.269,8.18,8.212,8.24,8.262,6.233,6.748,7.305,7.697,8.055,6.819,7.311,7.708,8.002,8.223,7.003,6.731,7.345,7.011,6.823,7.372,4.841,5.463,0.00E+00
DB,75000,7,0.356,1.137,-5.832,5.277,6.622,6.969,7.123,7.324,7.76,7.891,8.003,7.642,7.739,7.861,7.981,8.074,8.121,8.178,8.167,8.084,8.117,8.145,8.167,6.119,6.638,7.199,7.594,7.953,6.71,7.205,7.604,7.9,8.121,6.895,6.621,7.241,6.903,6.713,7.268,4.696,5.333,0.00E+00
DB,80000,7,0.369,0.818,-6.046,5.165,6.513,6.864,7.02,7.224,7.662,7.795,7.908,7.543,7.642,7.766,7.887,7.982,8.029,8.082,8.066,7.992,8.025,8.052,8.074,6.007,6.53,7.096,7.492,7.853,6.603,7.101,7.503,7.8,8.022,6.79,6.514,7.139,6.797,6.606,7.167,4.556,5.208,0.00E+00
DB,85000,7,0.382,0.517,-6.244,5.055,6.407,6.761,6.919,7.125,7.567,7.702,7.816,7.446,7.547,7.672,7.794,7.89,7.937,7.986,7.963,7.9,7.933,7.96,7.98,5.897,6.425,6.994,7.393,7.755,6.498,7,7.404,7.702,7.924,6.686,6.408,7.04,6.694,6.501,7.067,4.419,5.085,0.00E+00
DB,90000,7,0.396,0.23,-6.429,4.946,6.301,6.659,6.818,7.027,7.472,7.608,7.724,7.35,7.452,7.579,7.702,7.798,7.844,7.887,7.858,7.808,7.84,7.866,7.884,5.789,6.321,6.894,7.294,7.658,6.394,6.899,7.305,7.604,7.828,6.584,6.304,6.941,6.591,6.397,6.969,4.285,4.964,0.00E+00
DB,100000,7,0.425,-0.305,-6.762,4.732,6.092,6.457,6.62,6.833,7.283,7.421,7.536,7.159,7.263,7.391,7.515,7.608,7.65,7.678,7.638,7.618,7.646,7.668,7.681,5.574,6.114,6.694,7.099,7.465,6.188,6.7,7.11,7.411,7.636,6.38,6.097,6.745,6.388,6.191,6.773,4.023,4.726,0.00E+00
DB,110000,7,0.455,-0.791,-7.045,4.517,5.883,6.254,6.419,6.636,7.086,7.222,7.334,6.963,7.066,7.193,7.313,7.399,7.435,7.448,7.398,7.408,7.432,7.449,7.456,5.36,5.907,6.493,6.901,7.268,5.982,6.499,6.912,7.214,7.438,6.176,5.889,6.546,6.183,5.984,6.574,3.765,4.49,0.00E+00
DB,120000,7,0.482,-1.231,-7.269,4.295,5.664,6.038,6.203,6.419,6.863,6.994,7.101,6.742,6.842,6.965,7.079,7.156,7.185,7.181,7.124,7.164,7.183,7.195,7.195,5.138,5.689,6.277,6.685,7.05,5.764,6.283,6.696,6.997,7.219,5.958,5.671,6.33,5.965,5.766,6.358,3.508,4.25,0.00E+00
DB,130000,7,0.506,-1.633,-7.46,4.086,5.455,5.828,5.992,6.205,6.642,6.77,6.872,6.525,6.621,6.74,6.85,6.921,6.944,6.929,6.874,6.927,6.942,6.95,6.945,4.929,5.479,6.066,6.472,6.835,5.554,6.072,6.483,6.782,7.001,5.748,5.461,6.116,5.755,5.556,6.144,3.28,4.031,0.00E+00
DB,140000,7,0.53,-2.005,-7.658,3.911,5.28,5.653,5.816,6.028,6.462,6.588,6.688,6.346,6.441,6.559,6.666,6.732,6.752,6.732,6.685,6.738,6.75,6.755,6.748,4.754,5.304,5.89,6.295,6.657,5.379,5.896,6.306,6.605,6.823,5.572,5.286,5.94,5.58,5.381,5.968,3.096,3.853,0.00E+00
DB,150000,7,0.557,-2.358,-7.855,3.756,5.125,5.498,5.661,5.872,6.304,6.429,6.527,6.189,6.284,6.4,6.505,6.568,6.585,6.567,6.527,6.573,6.583,6.588,6.581,4.6,5.149,5.735,6.14,6.501,5.224,5.741,6.151,6.448,6.666,5.417,5.131,5.784,5.424,5.226,5.812,2.935,3.695,0.00E+00
DB,3250,7.5,0.313,16.161,-0.943,19.151,18.524,17.104,16.197,15.324,14.367,14.055,14.303,14.747,14.318,14.032,14.293,14.671,14.823,14.616,14.136,14.714,14.816,14.851,14.79,19.995,17.88,16.552,15.935,15.566,17.67,16.533,15.922,15.612,15.446,16.413,17.301,15.511,16.437,17.31,15.519,34.131,24.88,6.46E+09
DB,3500,7.5,0.313,15.838,-0.741,18.342,17.863,16.579,15.762,14.969,14.127,13.868,14.101,14.463,14.081,13.844,14.089,14.445,14.591,14.393,13.939,14.485,14.584,14.617,14.557,19.186,17.275,16.088,15.552,15.242,17.086,16.072,15.54,15.278,15.144,15.989,16.776,15.141,16.012,16.786,15.15,32.292,23.708,5.72E+09
DB,3750,7.5,0.313,15.537,-0.588,17.643,17.292,16.125,15.386,14.661,13.916,13.678,13.881,14.216,13.871,13.655,13.87,14.188,14.322,14.134,13.704,14.226,14.315,14.344,14.285,18.484,16.752,15.687,15.22,14.96,16.582,15.674,15.21,14.99,14.882,15.618,16.318,14.82,15.639,16.33,14.83,30.707,22.692,4.77E+09
DB,4000,7.5,0.314,15.256,-0.459,17.01,16.776,15.715,15.044,14.382,13.725,13.515,13.695,13.993,13.682,13.491,13.682,13.978,14.098,13.918,13.503,14.012,14.093,14.117,14.06,17.849,16.279,15.325,14.92,14.705,16.125,15.314,14.912,14.728,14.644,15.277,15.901,14.528,15.297,15.915,14.54,29.243,21.763,4.07E+09
DB,4250,7.5,0.314,14.991,-0.354,16.439,16.31,15.345,14.735,14.131,13.553,13.36,13.514,13.792,13.512,13.336,13.5,13.771,13.878,13.697,13.296,13.802,13.873,13.891,13.833,17.276,15.852,14.998,14.65,14.476,15.713,14.989,14.643,14.493,14.431,14.965,15.522,14.265,14.985,15.538,14.278,27.919,20.922,3.56E+09
DB,4500,7.5,0.314,14.741,-0.271,15.918,15.888,15.013,14.459,13.908,13.4,13.216,13.343,13.615,13.36,13.193,13.327,13.579,13.678,13.496,13.106,13.608,13.674,13.686,13.627,16.754,15.465,14.705,14.409,14.273,15.341,14.699,14.403,14.285,14.242,14.683,15.178,14.03,14.703,15.195,14.044,26.697,20.148,3.13E+09
DB,4750,7.5,0.315,14.505,-0.211,15.459,15.514,14.716,14.21,13.705,13.256,13.075,13.16,13.45,13.218,13.053,13.143,13.376,13.459,13.277,12.897,13.401,13.456,13.462,13.403,16.293,15.121,14.443,14.191,14.087,15.009,14.437,14.186,14.094,14.068,14.426,14.869,13.817,14.446,14.888,13.831,25.604,19.461,2.79E+09
DB,5000,7.5,0.316,14.279,-0.166,15.045,15.176,14.445,13.982,13.518,13.123,12.944,12.99,13.298,13.085,12.923,12.971,13.171,13.245,13.064,12.693,13.194,13.242,13.245,13.186,15.878,14.809,14.203,13.99,13.915,14.708,14.198,13.987,13.918,13.907,14.189,14.586,13.62,14.208,14.607,13.635,24.615,18.843,2.48E+09
DB,5250,7.5,0.317,14.064,-0.133,14.667,14.866,14.197,13.771,13.345,12.997,12.822,12.83,13.156,12.96,12.801,12.809,12.967,13.029,12.845,12.502,12.987,13.027,13.025,12.965,15.499,14.523,13.982,13.806,13.756,14.432,13.979,13.803,13.755,13.758,13.97,14.325,13.438,13.988,14.348,13.454,23.7,18.274,2.17E+09
DB,5500,7.5,0.318,13.858,-0.11,14.316,14.579,13.968,13.576,13.185,12.88,12.71,12.685,13.024,12.844,12.69,12.661,12.765,12.813,12.632,12.348,12.78,12.811,12.805,12.745,15.147,14.258,13.778,13.634,13.608,14.176,13.775,13.632,13.604,13.619,13.764,14.082,13.269,13.783,14.107,13.285,22.841,17.744,1.86E+09
DB,5750,7.5,0.32,13.658,-0.096,13.994,14.315,13.754,13.393,13.033,12.767,12.605,12.558,12.898,12.732,12.584,12.531,12.577,12.604,12.437,12.23,12.586,12.603,12.592,12.534,14.824,14.013,13.587,13.472,13.467,13.938,13.585,13.471,13.46,13.486,13.571,13.855,13.109,13.589,13.882,13.126,22.044,17.257,1.55E+09
DB,6000,7.5,0.322,13.467,-0.087,13.695,14.068,13.554,13.222,12.891,12.662,12.511,12.453,12.779,12.627,12.49,12.424,12.422,12.426,12.283,12.146,12.424,12.426,12.41,12.357,14.525,13.783,13.408,13.321,13.335,13.716,13.407,13.32,13.326,13.362,13.388,13.642,12.959,13.406,13.671,12.977,21.307,16.807,1.33E+09
DB,6250,7.5,0.323,13.285,-0.084,13.418,13.839,13.37,13.063,12.759,12.564,12.424,12.362,12.669,12.53,12.403,12.333,12.297,12.282,12.166,12.086,12.294,12.283,12.263,12.22,14.248,13.571,13.243,13.18,13.212,13.511,13.242,13.18,13.201,13.247,13.219,13.445,12.821,13.237,13.475,12.838,20.617,16.388,1.18E+09
DB,6500,7.5,0.324,13.111,-0.087,13.164,13.629,13.198,12.915,12.635,12.471,12.343,12.283,12.566,12.438,12.322,12.254,12.201,12.174,12.086,12.043,12.195,12.175,12.155,12.121,13.993,13.375,13.089,13.049,13.097,13.321,13.088,13.049,13.084,13.138,13.06,13.261,12.69,13.078,13.293,12.709,19.98,16.005,1.07E+09
DB,6750,7.5,0.325,12.944,-0.093,12.928,13.432,13.037,12.776,12.518,12.385,12.269,12.214,12.468,12.352,12.247,12.185,12.125,12.094,12.027,12.005,12.118,12.095,12.075,12.048,13.757,13.192,12.944,12.925,12.989,13.144,12.944,12.926,12.973,13.035,12.911,13.088,12.568,12.928,13.122,12.586,19.39,15.651,9.74E+08
DB,7000,7.5,0.326,12.783,-0.104,12.708,13.249,12.887,12.645,12.409,12.302,12.197,12.148,12.376,12.27,12.175,12.119,12.059,12.026,11.971,11.96,12.052,12.027,12.009,11.986,13.538,13.02,12.808,12.809,12.887,12.978,12.809,12.81,12.869,12.939,12.77,12.927,12.452,12.788,12.962,12.471,18.841,15.321,8.91E+08
DB,7500,7.5,0.328,12.478,-0.135,12.314,12.918,12.613,12.405,12.205,12.145,12.061,12.025,12.201,12.113,12.038,11.996,11.946,11.918,11.896,11.925,11.939,11.919,11.906,11.896,13.143,12.71,12.56,12.594,12.695,12.676,12.561,12.596,12.675,12.757,12.511,12.631,12.238,12.528,12.669,12.258,17.858,14.732,7.51E+08
DB,8000,7.5,0.33,12.191,-0.179,11.964,12.625,12.371,12.192,12.024,12.006,11.941,11.919,12.047,11.975,11.918,11.891,11.854,11.835,11.839,11.869,11.849,11.835,11.83,11.828,12.794,12.435,12.34,12.403,12.526,12.409,12.342,12.406,12.502,12.596,12.281,12.369,12.049,12.297,12.41,12.069,16.98,14.206,6.38E+08
DB,8500,7.5,0.331,11.922,-0.241,11.662,12.373,12.163,12.009,11.868,11.884,11.835,11.826,11.913,11.854,11.812,11.798,11.779,11.774,11.795,11.793,11.777,11.773,11.778,11.786,12.492,12.199,12.151,12.239,12.379,12.18,12.153,12.242,12.354,12.456,12.081,12.142,11.885,12.098,12.186,11.906,16.248,13.748,5.46E+08
DB,9000,7.5,0.333,11.668,-0.304,11.384,12.141,11.972,11.842,11.726,11.774,11.74,11.742,11.791,11.745,11.716,11.715,11.707,11.71,11.732,11.721,11.707,11.708,11.717,11.726,12.215,11.982,11.978,12.089,12.245,11.969,11.981,12.093,12.218,12.329,11.897,11.933,11.736,11.913,11.979,11.757,15.552,13.325,4.69E+08
DB,9500,7.5,0.335,11.426,-0.375,11.134,11.934,11.801,11.692,11.598,11.675,11.655,11.666,11.682,11.647,11.631,11.64,11.643,11.65,11.671,11.657,11.644,11.649,11.659,11.668,11.965,11.787,11.823,11.955,12.126,11.781,11.826,11.959,12.097,12.216,11.732,11.745,11.602,11.748,11.794,11.624,14.944,12.943,4.05E+08
DB,10000,7.5,0.337,11.197,-0.451,10.909,11.746,11.647,11.557,11.483,11.586,11.578,11.598,11.583,11.559,11.553,11.572,11.583,11.595,11.613,11.597,11.585,11.593,11.604,11.612,11.74,11.611,11.684,11.834,12.018,11.61,11.687,11.839,11.987,12.113,11.582,11.575,11.481,11.597,11.626,11.504,14.406,12.598,3.51E+08
DB,11000,7.5,0.341,10.77,-0.607,10.522,11.422,11.378,11.319,11.278,11.423,11.434,11.467,11.405,11.396,11.408,11.442,11.468,11.486,11.502,11.489,11.472,11.484,11.497,11.504,11.353,11.306,11.44,11.619,11.825,11.313,11.443,11.624,11.791,11.928,11.318,11.278,11.267,11.333,11.333,11.29,13.5,12.007,2.65E+08
DB,12000,7.5,0.345,10.382,-0.766,10.199,11.149,11.148,11.117,11.105,11.287,11.315,11.36,11.255,11.261,11.289,11.336,11.372,11.39,11.402,11.39,11.376,11.388,11.399,11.403,11.031,11.047,11.232,11.437,11.661,11.062,11.235,11.443,11.625,11.772,11.093,11.025,11.085,11.108,11.084,11.108,12.759,11.517,2.02E+08
DB,13000,7.5,0.347,10.026,-0.919,9.925,10.911,10.945,10.936,10.948,11.162,11.205,11.26,11.118,11.136,11.178,11.236,11.278,11.296,11.307,11.298,11.282,11.294,11.304,11.308,10.758,10.821,11.046,11.273,11.513,10.841,11.05,11.28,11.475,11.631,10.894,10.803,10.921,10.907,10.864,10.945,12.14,11.107,1.54E+08
DB,14000,7.5,0.35,9.694,-1.062,9.688,10.699,10.756,10.768,10.8,11.041,11.097,11.159,10.987,11.016,11.069,11.135,11.182,11.201,11.213,11.204,11.187,11.199,11.209,11.213,10.522,10.616,10.874,11.12,11.373,10.639,10.878,11.127,11.333,11.495,10.71,10.602,10.768,10.723,10.665,10.792,11.614,10.759,1.17E+08
DB,15000,7.5,0.354,9.385,-1.194,9.48,10.505,10.579,10.608,10.657,10.919,10.987,11.056,10.857,10.896,10.959,11.033,11.084,11.104,11.116,11.102,11.089,11.102,11.112,11.117,10.315,10.427,10.711,10.972,11.235,10.453,10.714,10.979,11.194,11.362,10.537,10.417,10.62,10.551,10.482,10.645,11.161,10.459,8.97E+07
DB,16000,7.5,0.357,9.095,-1.32,9.298,10.331,10.415,10.458,10.522,10.8,10.877,10.952,10.729,10.776,10.849,10.928,10.985,11.006,11.017,11,10.99,11.004,11.014,11.019,10.133,10.255,10.559,10.832,11.104,10.282,10.562,10.84,11.062,11.232,10.378,10.248,10.48,10.391,10.314,10.505,10.766,10.197,6.90E+07
DB,17000,7.5,0.36,8.822,-1.445,9.138,10.176,10.267,10.324,10.399,10.686,10.772,10.851,10.61,10.663,10.744,10.828,10.889,10.913,10.929,10.916,10.895,10.911,10.922,10.928,9.974,10.102,10.422,10.706,10.984,10.129,10.425,10.714,10.942,11.112,10.235,10.098,10.354,10.249,10.164,10.379,10.417,9.966,5.38E+07
DB,18000,7.5,0.363,8.564,-1.574,8.998,10.041,10.139,10.208,10.292,10.585,10.678,10.759,10.504,10.562,10.65,10.736,10.804,10.831,10.853,10.847,10.81,10.829,10.843,10.851,9.834,9.969,10.304,10.597,10.879,9.997,10.306,10.605,10.837,11.007,10.111,9.968,10.245,10.124,10.034,10.27,10.107,9.76,4.26E+07
