Type,Teff,log g,M/Mo,Mbol,BC,U,B,V,R,I,2MASS_J,2MASS_H,2MASS_Ks,MKO_Y,MKO_J,MKO_H,MKO_K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age
DB,19000,7.5,0.366,8.32,-1.71,8.875,9.926,10.03,10.11,10.203,10.5,10.599,10.681,10.416,10.478,10.57,10.658,10.73,10.761,10.79,10.788,10.737,10.758,10.775,10.785,9.713,9.856,10.205,10.506,10.792,9.884,10.207,10.514,10.751,10.919,10.006,9.856,10.153,10.019,9.923,10.179,9.831,9.578,3.42E+07
DB,20000,7.5,0.369,8.088,-1.854,8.771,9.828,9.942,10.03,10.131,10.432,10.535,10.617,10.345,10.409,10.506,10.595,10.668,10.701,10.735,10.736,10.676,10.698,10.716,10.729,9.609,9.761,10.123,10.431,10.722,9.79,10.125,10.44,10.68,10.848,9.919,9.763,10.079,9.932,9.831,10.104,9.589,9.422,2.79E+07
DB,21000,7.5,0.373,7.867,-2.01,8.693,9.756,9.877,9.972,10.079,10.383,10.488,10.57,10.295,10.361,10.459,10.547,10.621,10.654,10.69,10.693,10.628,10.651,10.67,10.683,9.532,9.691,10.064,10.378,10.671,9.721,10.066,10.386,10.63,10.798,9.855,9.694,10.025,9.868,9.762,10.051,9.391,9.302,2.29E+07
DB,22000,7.5,0.376,7.656,-2.184,8.649,9.714,9.839,9.938,10.048,10.354,10.459,10.54,10.265,10.332,10.43,10.517,10.588,10.621,10.658,10.661,10.595,10.618,10.636,10.65,9.487,9.65,10.03,10.347,10.641,9.681,10.031,10.355,10.6,10.768,9.818,9.655,9.993,9.831,9.723,10.019,9.268,9.234,1.90E+07
DB,23000,7.5,0.379,7.454,-2.354,8.612,9.678,9.808,9.909,10.022,10.328,10.432,10.512,10.239,10.306,10.403,10.489,10.558,10.59,10.627,10.631,10.565,10.587,10.605,10.619,9.45,9.615,10,10.319,10.615,9.647,10.002,10.328,10.574,10.743,9.787,9.621,9.966,9.8,9.69,9.992,9.157,9.179,1.57E+07
DB,24000,7.5,0.382,7.26,-2.51,8.564,9.634,9.77,9.874,9.989,10.296,10.399,10.478,10.208,10.274,10.371,10.455,10.523,10.554,10.593,10.598,10.53,10.551,10.57,10.584,9.403,9.573,9.964,10.286,10.583,9.606,9.966,10.295,10.541,10.711,9.748,9.58,9.932,9.761,9.648,9.958,9.022,9.108,1.30E+07
DB,25000,7.5,0.385,7.075,-2.645,8.498,9.574,9.719,9.826,9.945,10.256,10.359,10.438,10.167,10.234,10.33,10.415,10.482,10.514,10.554,10.56,10.489,10.511,10.53,10.545,9.337,9.516,9.916,10.241,10.54,9.551,9.918,10.25,10.498,10.669,9.696,9.524,9.887,9.709,9.593,9.913,8.873,9.011,1.09E+07
DB,26000,7.5,0.388,6.896,-2.764,8.419,9.505,9.66,9.771,9.895,10.21,10.314,10.394,10.119,10.188,10.285,10.371,10.439,10.471,10.513,10.52,10.446,10.468,10.487,10.503,9.258,9.45,9.859,10.189,10.491,9.487,9.862,10.198,10.449,10.621,9.635,9.458,9.835,9.648,9.528,9.861,8.728,8.903,9.08E+06
DB,27000,7.5,0.391,6.725,-2.876,8.337,9.434,9.6,9.714,9.843,10.164,10.269,10.35,10.071,10.142,10.24,10.327,10.396,10.429,10.472,10.48,10.403,10.426,10.445,10.462,9.177,9.383,9.802,10.136,10.441,9.421,9.804,10.145,10.398,10.572,9.573,9.391,9.782,9.585,9.462,9.808,8.589,8.794,7.66E+06
DB,28000,7.5,0.393,6.559,-2.982,8.256,9.364,9.54,9.657,9.791,10.117,10.224,10.306,10.023,10.095,10.195,10.283,10.354,10.387,10.431,10.441,10.361,10.384,10.404,10.421,9.096,9.317,9.744,10.082,10.39,9.357,9.746,10.091,10.347,10.522,9.511,9.325,9.728,9.523,9.396,9.754,8.457,8.688,6.51E+06
DB,29000,7.5,0.396,6.399,-3.083,8.176,9.296,9.482,9.601,9.739,10.071,10.179,10.263,9.975,10.049,10.15,10.24,10.312,10.346,10.391,10.402,10.319,10.343,10.363,10.38,9.016,9.252,9.687,10.029,10.34,9.294,9.69,10.038,10.296,10.473,9.451,9.259,9.674,9.463,9.332,9.701,8.33,8.586,5.57E+06
DB,30000,7.5,0.399,6.244,-3.181,8.099,9.23,9.424,9.545,9.688,10.025,10.135,10.22,9.928,10.004,10.106,10.198,10.27,10.305,10.352,10.365,10.278,10.302,10.323,10.34,8.939,9.189,9.631,9.977,10.29,9.232,9.634,9.986,10.246,10.425,9.391,9.196,9.622,9.403,9.269,9.648,8.206,8.486,4.79E+06
DB,31000,7.5,0.402,6.094,-3.274,8.023,9.165,9.368,9.491,9.637,9.98,10.091,10.178,9.881,9.958,10.062,10.155,10.229,10.264,10.314,10.329,10.237,10.261,10.283,10.301,8.863,9.127,9.576,9.925,10.24,9.171,9.579,9.934,10.196,10.377,9.333,9.133,9.57,9.345,9.208,9.596,8.086,8.389,4.12E+06
DB,32000,7.5,0.404,5.949,-3.363,7.949,9.101,9.312,9.437,9.587,9.935,10.048,10.136,9.834,9.913,10.019,10.113,10.188,10.225,10.276,10.294,10.196,10.221,10.243,10.262,8.789,9.066,9.522,9.873,10.192,9.112,9.525,9.883,10.147,10.329,9.276,9.072,9.519,9.287,9.147,9.545,7.968,8.294,3.54E+06
DB,33000,7.5,0.407,5.808,-3.449,7.876,9.038,9.256,9.384,9.537,9.89,10.004,10.094,9.788,9.868,9.975,10.071,10.148,10.185,10.238,10.26,10.156,10.182,10.204,10.224,8.716,9.006,9.468,9.822,10.143,9.053,9.471,9.832,10.098,10.282,9.218,9.011,9.468,9.23,9.087,9.494,7.852,8.2,3.03E+06
DB,34000,7.5,0.41,5.671,-3.531,7.804,8.977,9.202,9.332,9.488,9.845,9.961,10.053,9.742,9.824,9.932,10.03,10.108,10.146,10.202,10.227,10.116,10.143,10.166,10.187,8.645,8.947,9.415,9.772,10.095,8.995,9.418,9.782,10.049,10.236,9.162,8.951,9.417,9.173,9.028,9.444,7.738,8.109,2.58E+06
DB,35000,7.5,0.412,5.539,-3.61,7.734,8.916,9.148,9.28,9.439,9.801,9.919,10.012,9.697,9.78,9.89,9.989,10.069,10.107,10.167,10.196,10.077,10.104,10.128,10.15,8.575,8.889,9.363,9.723,10.048,8.938,9.366,9.732,10.001,10.189,9.107,8.892,9.368,9.118,8.97,9.394,7.624,8.02,2.19E+06
DB,36000,7.5,0.415,5.41,-3.685,7.665,8.856,9.094,9.228,9.39,9.758,9.877,9.971,9.652,9.737,9.847,9.948,10.029,10.069,10.132,10.165,10.038,10.066,10.091,10.114,8.505,8.831,9.31,9.673,10,8.882,9.314,9.683,9.954,10.143,9.052,8.833,9.318,9.063,8.912,9.345,7.511,7.931,1.86E+06
DB,37000,7.5,0.417,5.284,-3.757,7.596,8.796,9.041,9.177,9.342,9.714,9.834,9.93,9.607,9.693,9.805,9.908,9.99,10.031,10.098,10.135,9.999,10.028,10.054,10.078,8.437,8.773,9.258,9.624,9.953,8.825,9.262,9.634,9.906,10.097,8.997,8.775,9.269,9.008,8.854,9.296,7.396,7.843,1.58E+06
DB,38000,7.5,0.42,5.162,-3.825,7.527,8.736,8.987,9.125,9.293,9.67,9.792,9.889,9.561,9.649,9.762,9.867,9.951,9.994,10.065,10.104,9.96,9.99,10.017,10.043,8.368,8.715,9.206,9.574,9.906,8.768,9.21,9.584,9.858,10.051,8.942,8.716,9.219,8.952,8.796,9.246,7.281,7.754,1.34E+06
DB,39000,7.5,0.422,5.043,-3.889,7.457,8.675,8.932,9.072,9.244,9.625,9.749,9.848,9.515,9.604,9.719,9.826,9.912,9.956,10.032,10.073,9.921,9.952,9.981,10.008,8.298,8.657,9.153,9.524,9.857,8.711,9.157,9.534,9.81,10.004,8.886,8.657,9.169,8.896,8.738,9.196,7.164,7.664,1.15E+06
DB,40000,7.5,0.425,4.927,-3.949,7.386,8.613,8.876,9.019,9.193,9.579,9.705,9.806,9.468,9.558,9.676,9.784,9.872,9.918,9.998,10.041,9.882,9.914,9.944,9.973,8.227,8.597,9.099,9.472,9.808,8.652,9.103,9.482,9.76,9.956,8.829,8.596,9.117,8.839,8.678,9.144,7.044,7.573,9.91E+05
DB,42500,7.5,0.43,4.649,-4.087,7.206,8.457,8.736,8.884,9.066,9.463,9.593,9.698,9.349,9.443,9.563,9.676,9.77,9.818,9.89,9.907,9.78,9.814,9.844,9.871,8.047,8.447,8.963,9.343,9.684,8.505,8.967,9.353,9.635,9.835,8.686,8.444,8.988,8.695,8.528,9.015,6.754,7.34,6.78E+05
DB,45000,7.5,0.436,4.388,-4.168,6.972,8.256,8.555,8.711,8.903,9.318,9.454,9.565,9.2,9.298,9.424,9.544,9.642,9.691,9.752,9.742,9.652,9.687,9.716,9.74,7.814,8.254,8.788,9.177,9.526,8.316,8.792,9.187,9.476,9.682,8.501,8.247,8.823,8.51,8.333,8.85,6.46,7.062,4.51E+05
DB,47500,7.5,0.44,4.141,-4.203,6.71,8.027,8.344,8.493,8.684,9.109,9.24,9.35,8.995,9.088,9.21,9.329,9.42,9.465,9.522,9.527,9.43,9.461,9.488,9.509,7.551,8.033,8.571,8.957,9.31,8.101,8.576,8.967,9.258,9.474,8.28,8.019,8.606,8.288,8.108,8.633,6.254,6.823,2.93E+05
DB,50000,7.5,0.445,3.907,-4.367,6.626,7.951,8.274,8.421,8.613,9.039,9.168,9.278,8.926,9.018,9.139,9.257,9.349,9.395,9.458,9.469,9.359,9.391,9.419,9.443,7.466,7.959,8.5,8.885,9.239,8.028,8.505,8.895,9.186,9.405,8.207,7.943,8.534,8.215,8.033,8.561,6.17,6.741,1.94E+05
DB,52500,7.5,0.45,3.683,-4.544,6.571,7.901,8.227,8.375,8.568,8.995,9.125,9.235,8.882,8.975,9.095,9.213,9.306,9.352,9.416,9.428,9.316,9.348,9.376,9.401,7.412,7.91,8.453,8.839,9.194,7.98,8.459,8.85,9.141,9.361,8.159,7.894,8.488,8.167,7.985,8.516,6.106,6.683,1.31E+05
DB,55000,7.5,0.453,3.473,-4.717,6.528,7.86,8.19,8.338,8.532,8.961,9.09,9.2,8.847,8.94,9.06,9.178,9.271,9.317,9.381,9.393,9.28,9.313,9.341,9.366,7.369,7.871,8.416,8.803,9.159,7.941,8.422,8.814,9.106,9.326,8.121,7.854,8.452,8.129,7.945,8.479,6.051,6.635,0.00E+00
DB,57500,7.5,0.455,3.275,-4.882,6.49,7.825,8.157,8.306,8.501,8.93,9.059,9.169,8.816,8.91,9.03,9.148,9.24,9.286,9.351,9.362,9.25,9.282,9.31,9.335,7.331,7.836,8.384,8.772,9.127,7.907,8.389,8.782,9.074,9.295,8.087,7.819,8.42,8.095,7.911,8.447,6.001,6.591,0.00E+00
DB,60000,7.5,0.459,3.081,-5.039,6.449,7.786,8.121,8.27,8.466,8.896,9.025,9.136,8.781,8.876,8.996,9.114,9.206,9.252,9.317,9.328,9.216,9.249,9.277,9.302,7.29,7.798,8.348,8.737,9.093,7.869,8.353,8.747,9.04,9.261,8.05,7.781,8.385,8.058,7.873,8.412,5.947,6.545,0.00E+00
DB,65000,7.5,0.474,2.699,-5.329,6.348,7.688,8.028,8.179,8.376,8.808,8.938,9.049,8.693,8.788,8.909,9.027,9.12,9.167,9.232,9.241,9.13,9.163,9.192,9.217,7.189,7.702,8.256,8.647,9.004,7.774,8.261,8.657,8.951,9.172,7.956,7.685,8.295,7.964,7.777,8.322,5.819,6.431,0.00E+00
DB,70000,7.5,0.486,2.35,-5.59,6.253,7.596,7.94,8.093,8.292,8.727,8.857,8.969,8.61,8.706,8.828,8.947,9.041,9.089,9.155,9.16,9.051,9.085,9.114,9.139,7.094,7.611,8.169,8.562,8.921,7.683,8.175,8.573,8.867,9.089,7.867,7.594,8.21,7.875,7.687,8.237,5.695,6.323,0.00E+00
DB,75000,7.5,0.491,2.038,-5.826,6.17,7.516,7.864,8.018,8.22,8.657,8.789,8.902,8.539,8.637,8.759,8.88,8.976,9.024,9.089,9.09,8.986,9.02,9.05,9.075,7.011,7.532,8.094,8.489,8.849,7.605,8.1,8.5,8.796,9.017,7.79,7.515,8.137,7.798,7.608,8.164,5.584,6.226,0.00E+00
DB,80000,7.5,0.505,1.729,-6.043,6.07,7.42,7.771,7.927,8.132,8.571,8.705,8.819,8.452,8.551,8.675,8.798,8.894,8.944,9.007,9,8.905,8.94,8.969,8.994,6.912,7.437,8.003,8.4,8.761,7.51,8.009,8.411,8.707,8.93,7.697,7.42,8.047,7.704,7.513,8.075,5.457,6.113,0.00E+00
DB,85000,7.5,0.521,1.43,-6.243,5.965,7.318,7.673,7.83,8.037,8.48,8.616,8.731,8.36,8.46,8.586,8.71,8.808,8.857,8.916,8.903,8.819,8.853,8.882,8.906,6.807,7.336,7.906,8.305,8.668,7.41,7.912,8.316,8.614,8.837,7.598,7.319,7.952,7.605,7.412,7.98,5.326,5.995,0.00E+00
DB,90000,7.5,0.534,1.157,-6.429,5.871,7.226,7.585,7.744,7.954,8.4,8.537,8.654,8.278,8.38,8.507,8.632,8.731,8.779,8.832,8.811,8.742,8.776,8.803,8.825,6.713,7.246,7.82,8.221,8.585,7.32,7.825,8.231,8.531,8.755,7.509,7.229,7.868,7.517,7.322,7.895,5.207,5.889,0.00E+00
DB,100000,7.5,0.554,0.658,-6.764,5.695,7.056,7.422,7.584,7.798,8.25,8.389,8.506,8.126,8.23,8.359,8.485,8.581,8.626,8.663,8.628,8.591,8.622,8.646,8.662,6.537,7.078,7.659,8.064,8.431,7.153,7.664,8.075,8.377,8.602,7.345,7.061,7.71,7.352,7.155,7.738,4.984,5.689,0.00E+00
DB,110000,7.5,0.585,0.186,-7.05,5.498,6.864,7.236,7.401,7.619,8.071,8.21,8.324,7.948,8.052,8.18,8.302,8.392,8.43,8.449,8.402,8.401,8.427,8.446,8.455,6.34,6.888,7.475,7.883,8.252,6.964,7.481,7.894,8.198,8.423,7.158,6.87,7.529,7.165,6.965,7.557,4.743,5.47,0.00E+00
DB,120000,7.5,0.612,-0.241,-7.279,5.292,6.662,7.038,7.204,7.421,7.868,8.003,8.111,7.747,7.848,7.973,8.089,8.169,8.2,8.199,8.14,8.177,8.197,8.211,8.212,6.135,6.687,7.277,7.686,8.053,6.763,7.283,7.697,8,8.222,6.958,6.669,7.332,6.965,6.764,7.359,4.503,5.246,0.00E+00
DB,130000,7.5,0.638,-0.634,-7.473,5.094,6.464,6.839,7.005,7.22,7.66,7.79,7.893,7.541,7.639,7.76,7.871,7.944,7.969,7.953,7.893,7.951,7.967,7.975,7.971,5.937,6.489,7.078,7.486,7.85,6.564,7.084,7.497,7.797,8.017,6.759,6.471,7.13,6.766,6.566,7.158,4.283,5.037,0.00E+00
DB,140000,7.5,0.662,-0.996,-7.668,4.928,6.298,6.673,6.837,7.051,7.487,7.615,7.717,7.37,7.467,7.586,7.694,7.762,7.782,7.759,7.705,7.768,7.781,7.786,7.778,5.771,6.323,6.911,7.318,7.681,6.398,6.917,7.329,7.628,7.847,6.592,6.304,6.962,6.599,6.399,6.99,4.106,4.865,0.00E+00
DB,150000,7.5,0.686,-1.334,-7.866,4.787,6.157,6.531,6.695,6.908,7.342,7.469,7.568,7.226,7.322,7.439,7.545,7.61,7.627,7.603,7.556,7.615,7.625,7.629,7.621,5.63,6.181,6.769,7.175,7.537,6.256,6.775,7.186,7.485,7.703,6.45,6.163,6.819,6.458,6.258,6.847,3.959,4.722,0.00E+00
DB,3250,8,0.567,16.764,-1.021,19.855,19.219,17.785,16.865,15.981,14.999,14.579,14.66,15.392,14.95,14.564,14.651,15.038,15.213,15.114,14.634,15.081,15.203,15.281,15.269,20.698,18.569,17.225,16.597,16.218,18.357,17.205,16.583,16.265,16.095,17.079,17.981,16.17,17.103,17.989,16.178,34.531,25.552,9.23E+09
DB,3500,8,0.567,16.442,-0.805,19.027,18.543,17.247,16.42,15.616,14.751,14.39,14.49,15.1,14.704,14.373,14.479,14.811,14.968,14.848,14.394,14.85,14.959,15.02,14.994,19.87,17.951,16.749,16.203,15.884,17.76,16.733,16.191,15.922,15.783,16.645,17.444,15.79,16.668,17.454,15.799,32.636,24.349,8.75E+09
DB,3750,8,0.567,16.142,-0.63,18.292,17.944,16.773,16.027,15.297,14.535,14.218,14.309,14.845,14.49,14.2,14.297,14.603,14.733,14.592,14.161,14.637,14.726,14.768,14.731,19.133,17.403,16.331,15.858,15.593,17.232,16.318,15.848,15.624,15.513,16.259,16.966,15.457,16.28,16.977,15.467,30.955,23.277,8.27E+09
DB,4000,8,0.568,15.862,-0.497,17.651,17.423,16.359,15.683,15.015,14.341,14.054,14.122,14.619,14.297,14.035,14.107,14.391,14.527,14.42,13.985,14.424,14.519,14.576,14.553,18.49,16.925,15.966,15.555,15.336,16.771,15.955,15.547,15.359,15.273,15.915,16.545,15.163,15.936,16.558,15.174,29.468,22.334,7.78E+09
DB,4250,8,0.568,15.598,-0.383,17.058,16.942,15.981,15.37,14.763,14.168,13.911,13.965,14.417,14.127,13.891,13.949,14.209,14.319,14.174,13.764,14.238,14.313,14.344,14.303,17.895,16.486,15.634,15.283,15.105,16.348,15.625,15.275,15.123,15.058,15.599,16.157,14.897,15.619,16.172,14.91,28.084,21.457,7.31E+09
DB,4500,8,0.568,15.349,-0.296,16.546,16.522,15.645,15.087,14.532,14.011,13.779,13.825,14.233,13.97,13.759,13.807,14.036,14.141,13.996,13.591,14.062,14.135,14.164,14.122,17.381,16.099,15.335,15.034,14.894,15.974,15.328,15.028,14.907,14.862,15.311,15.81,14.655,15.331,15.827,14.668,26.889,20.699,6.85E+09
DB,4750,8,0.568,15.114,-0.226,16.07,16.136,15.34,14.834,14.327,13.871,13.658,13.681,14.07,13.832,13.638,13.662,13.871,13.962,13.799,13.411,13.896,13.958,13.974,13.924,16.904,15.745,15.067,14.814,14.708,15.633,15.061,14.809,14.715,14.688,15.05,15.492,14.439,15.069,15.512,14.453,25.763,19.988,6.37E+09
DB,5000,8,0.569,14.891,-0.177,15.648,15.793,15.068,14.605,14.141,13.74,13.54,13.54,13.919,13.702,13.52,13.519,13.695,13.776,13.612,13.24,13.717,13.772,13.785,13.735,16.481,15.429,14.826,14.614,14.537,15.328,14.822,14.61,14.541,14.529,14.812,15.207,14.243,14.831,15.228,14.258,24.751,19.353,5.84E+09
DB,5250,8,0.569,14.678,-0.142,15.271,15.484,14.82,14.395,13.968,13.616,13.429,13.407,13.777,13.579,13.409,13.383,13.517,13.584,13.415,13.083,13.536,13.581,13.588,13.534,16.103,15.143,14.606,14.429,14.378,15.053,14.602,14.426,14.378,14.38,14.592,14.946,14.061,14.61,14.969,14.076,23.85,18.788,5.07E+09
DB,5500,8,0.57,14.474,-0.118,14.924,15.199,14.592,14.201,13.809,13.501,13.325,13.285,13.647,13.465,13.305,13.26,13.345,13.395,13.224,12.956,13.36,13.392,13.391,13.335,15.755,14.88,14.403,14.259,14.231,14.798,14.4,14.256,14.228,14.242,14.388,14.705,13.893,14.406,14.73,13.909,23.02,18.267,4.17E+09
DB,5750,8,0.571,14.279,-0.103,14.604,14.937,14.382,14.022,13.662,13.395,13.23,13.177,13.526,13.359,13.21,13.15,13.186,13.211,13.049,12.854,13.194,13.21,13.2,13.143,15.435,14.638,14.215,14.101,14.095,14.564,14.214,14.1,14.089,14.114,14.198,14.481,13.738,14.216,14.508,13.755,22.251,17.786,3.23E+09
DB,6000,8,0.572,14.093,-0.095,14.309,14.695,14.187,13.856,13.525,13.295,13.141,13.081,13.413,13.26,13.121,13.052,13.046,13.049,12.91,12.78,13.048,13.049,13.034,12.983,15.139,14.413,14.042,13.955,13.969,14.347,14.041,13.955,13.96,13.996,14.021,14.273,13.594,14.039,14.302,13.611,21.535,17.34,2.57E+09
DB,6250,8,0.573,13.914,-0.093,14.039,14.472,14.006,13.701,13.396,13.199,13.058,12.996,13.305,13.165,13.037,12.967,12.933,12.919,12.807,12.726,12.93,12.92,12.901,12.858,14.869,14.206,13.88,13.818,13.849,14.146,13.879,13.817,13.838,13.883,13.855,14.079,13.458,13.873,14.11,13.475,20.886,16.936,2.18E+09
DB,6500,8,0.573,13.742,-0.096,13.788,14.264,13.838,13.556,13.276,13.111,12.982,12.923,13.206,13.078,12.961,12.893,12.842,12.817,12.727,12.68,12.837,12.818,12.798,12.762,14.617,14.012,13.729,13.69,13.738,13.959,13.729,13.69,13.724,13.778,13.7,13.898,13.331,13.717,13.93,13.349,20.285,16.56,1.96E+09
DB,6750,8,0.574,13.577,-0.104,13.554,14.07,13.681,13.42,13.163,13.028,12.91,12.855,13.112,12.995,12.889,12.826,12.767,12.737,12.667,12.641,12.761,12.738,12.719,12.692,14.384,13.832,13.588,13.57,13.633,13.785,13.589,13.571,13.618,13.68,13.554,13.729,13.212,13.571,13.763,13.231,19.726,16.212,1.78E+09
DB,7000,8,0.574,13.418,-0.115,13.339,13.89,13.534,13.293,13.056,12.948,12.842,12.792,13.022,12.915,12.82,12.763,12.704,12.673,12.621,12.61,12.697,12.674,12.657,12.636,14.168,13.664,13.456,13.457,13.534,13.622,13.457,13.458,13.516,13.586,13.416,13.571,13.1,13.433,13.606,13.119,19.211,15.892,1.63E+09
DB,7500,8,0.575,13.117,-0.148,12.949,13.564,13.265,13.058,12.859,12.798,12.714,12.678,12.855,12.767,12.691,12.649,12.597,12.569,12.538,12.546,12.591,12.57,12.557,12.543,13.779,13.358,13.213,13.248,13.349,13.325,13.214,13.25,13.329,13.411,13.163,13.28,12.892,13.18,13.319,12.912,18.295,15.318,1.37E+09
DB,8000,8,0.576,12.835,-0.191,12.607,13.275,13.026,12.848,12.681,12.661,12.596,12.572,12.703,12.631,12.572,12.544,12.505,12.485,12.487,12.523,12.5,12.485,12.479,12.477,13.437,13.087,12.996,13.06,13.182,13.062,12.998,13.063,13.159,13.253,12.935,13.022,12.705,12.952,13.063,12.726,17.491,14.813,1.17E+09
DB,8500,8,0.577,12.569,-0.253,12.31,13.028,12.823,12.67,12.529,12.544,12.494,12.483,12.573,12.514,12.47,12.455,12.434,12.428,12.448,12.454,12.431,12.427,12.431,12.439,13.14,12.856,12.812,12.9,13.04,12.838,12.814,12.904,13.015,13.117,12.741,12.8,12.547,12.757,12.844,12.567,16.804,14.366,9.99E+08
DB,9000,8,0.578,12.319,-0.313,12.038,12.799,12.632,12.502,12.387,12.434,12.4,12.4,12.451,12.405,12.375,12.373,12.364,12.366,12.39,12.381,12.364,12.365,12.373,12.383,12.868,12.64,12.638,12.75,12.906,12.628,12.641,12.754,12.879,12.99,12.557,12.592,12.397,12.573,12.638,12.418,16.155,13.961,8.63E+08
DB,9500,8,0.579,12.083,-0.38,11.793,12.594,12.463,12.354,12.261,12.337,12.316,12.327,12.344,12.309,12.292,12.301,12.303,12.31,12.332,12.317,12.303,12.308,12.318,12.328,12.624,12.448,12.485,12.617,12.788,12.442,12.488,12.621,12.759,12.878,12.393,12.406,12.264,12.409,12.455,12.286,15.574,13.592,7.50E+08
DB,10000,8,0.58,11.858,-0.454,11.572,12.41,12.312,12.222,12.148,12.251,12.242,12.262,12.248,12.223,12.217,12.236,12.247,12.258,12.276,12.261,12.248,12.256,12.267,12.276,12.403,12.275,12.349,12.499,12.683,12.274,12.352,12.503,12.652,12.778,12.247,12.239,12.146,12.262,12.29,12.168,15.053,13.256,6.56E+08
DB,11000,8,0.583,11.44,-0.609,11.192,12.093,12.049,11.991,11.95,12.094,12.105,12.138,12.076,12.067,12.079,12.113,12.139,12.157,12.173,12.159,12.142,12.155,12.168,12.174,12.024,11.977,12.111,12.29,12.496,11.985,12.115,12.296,12.462,12.6,11.99,11.949,11.938,12.004,12.004,11.961,14.165,12.676,5.09E+08
DB,12000,8,0.585,11.058,-0.769,10.874,11.827,11.828,11.796,11.783,11.965,11.993,12.038,11.933,11.939,11.967,12.013,12.049,12.068,12.078,12.067,12.053,12.066,12.076,12.08,11.707,11.726,11.912,12.115,12.339,11.74,11.915,12.122,12.303,12.451,11.772,11.704,11.764,11.786,11.762,11.787,13.434,12.191,4.00E+08
DB,13000,8,0.587,10.707,-0.925,10.606,11.598,11.632,11.624,11.634,11.847,11.89,11.945,11.804,11.822,11.863,11.92,11.962,11.98,11.991,11.981,11.966,11.978,11.987,11.991,11.438,11.508,11.735,11.96,12.199,11.528,11.738,11.967,12.161,12.317,11.581,11.49,11.608,11.594,11.551,11.632,12.822,11.785,3.18E+08
DB,14000,8,0.588,10.382,-1.073,10.374,11.394,11.455,11.466,11.496,11.736,11.791,11.853,11.683,11.711,11.764,11.829,11.875,11.892,11.905,11.897,11.879,11.891,11.9,11.905,11.207,11.313,11.573,11.816,12.068,11.336,11.576,11.823,12.028,12.191,11.407,11.298,11.464,11.42,11.362,11.489,12.302,11.44,2.55E+08
DB,15000,8,0.59,10.079,-1.209,10.172,11.211,11.288,11.316,11.363,11.625,11.691,11.759,11.563,11.601,11.663,11.736,11.786,11.804,11.818,11.807,11.79,11.802,11.812,11.818,11.006,11.135,11.42,11.678,11.941,11.161,11.423,11.686,11.9,12.069,11.245,11.123,11.327,11.258,11.188,11.351,11.854,11.143,2.04E+08
DB,16000,8,0.592,9.796,-1.335,9.993,11.044,11.131,11.174,11.234,11.512,11.588,11.663,11.444,11.489,11.56,11.639,11.694,11.715,11.728,11.714,11.7,11.713,11.723,11.729,10.828,10.971,11.275,11.546,11.817,10.998,11.278,11.553,11.775,11.947,11.093,10.961,11.194,11.105,11.027,11.219,11.465,10.886,1.64E+08
DB,17000,8,0.593,9.529,-1.457,9.835,10.894,10.987,11.042,11.112,11.402,11.486,11.565,11.327,11.378,11.458,11.542,11.604,11.628,11.643,11.631,11.61,11.625,11.637,11.643,10.67,10.822,11.141,11.421,11.698,10.849,11.143,11.429,11.656,11.83,10.953,10.814,11.07,10.966,10.881,11.095,11.124,10.659,1.32E+08
DB,18000,8,0.595,9.278,-1.581,9.696,10.761,10.859,10.926,11.004,11.299,11.39,11.472,11.221,11.276,11.362,11.45,11.519,11.548,11.57,11.562,11.526,11.545,11.56,11.568,10.531,10.691,11.023,11.311,11.593,10.719,11.025,11.319,11.55,11.724,10.83,10.684,10.959,10.842,10.752,10.984,10.82,10.457,1.05E+08
DB,19000,8,0.597,9.04,-1.71,9.573,10.646,10.75,10.827,10.912,11.211,11.307,11.391,11.131,11.188,11.279,11.368,11.443,11.478,11.508,11.505,11.451,11.475,11.493,11.504,10.409,10.578,10.922,11.217,11.503,10.606,10.924,11.225,11.46,11.634,10.724,10.572,10.866,10.736,10.641,10.891,10.549,10.276,8.37E+07
DB,20000,8,0.599,8.814,-1.844,9.466,10.547,10.658,10.744,10.837,11.139,11.239,11.323,11.057,11.116,11.21,11.3,11.378,11.417,11.455,11.455,11.386,11.414,11.435,11.449,10.302,10.481,10.838,11.14,11.429,10.51,10.84,11.148,11.386,11.56,10.634,10.477,10.788,10.647,10.546,10.813,10.307,10.117,6.60E+07
DB,21000,8,0.6,8.599,-1.984,9.374,10.464,10.583,10.676,10.775,11.081,11.185,11.269,10.998,11.059,11.156,11.246,11.325,11.366,11.41,11.412,11.334,11.362,11.385,11.402,10.211,10.401,10.77,11.077,11.37,10.431,10.771,11.085,11.327,11.502,10.56,10.398,10.725,10.573,10.467,10.75,10.095,9.98,5.19E+07
DB,22000,8,0.602,8.394,-2.134,9.305,10.402,10.528,10.626,10.731,11.04,11.146,11.23,10.956,11.018,11.117,11.207,11.286,11.326,11.373,11.377,11.294,11.323,11.347,11.364,10.142,10.34,10.719,11.031,11.327,10.372,10.72,11.039,11.284,11.459,10.505,10.338,10.679,10.518,10.408,10.704,9.92,9.874,4.08E+07
