Teff,U,B,V,R,I,J,H,K,u,g,r,i,z,G,BP,RP,U-B,B-V,V-R,R-I,J-H,H-K,u-g,g-r,r-i,i-z,V-J,r-J,G-RP,BP-RP,Log g,Mass,Age
16000.0,12.081,12.982,12.897,12.982,13.045,13.29,13.323,13.389,12.919,12.843,13.092,13.35,13.644,12.971,12.926,13.062,-0.901,0.085,-0.085,-0.063,-0.033,-0.066,0.076,-0.249,-0.258,-0.294,-0.393,-0.198,-0.091,-0.136,9.0,1.199,9.812E8
16500.0,12.009,12.92,12.846,12.938,13.008,13.26,13.297,13.365,12.847,12.785,13.046,13.311,13.61,12.921,12.871,13.023,-0.911,0.074,-0.092,-0.07,-0.037,-0.068,0.062,-0.261,-0.265,-0.299,-0.414,-0.214,-0.102,-0.152,9.0,1.2,9.086E8
17000.0,11.934,12.858,12.797,12.893,12.97,13.23,13.271,13.34,12.773,12.727,13.0,13.272,13.574,12.872,12.815,12.984,-0.924,0.061,-0.096,-0.077,-0.041,-0.069,0.046,-0.273,-0.272,-0.302,-0.433,-0.23,-0.112,-0.169,9.0,1.2,8.4030003E8
20000.0,11.501,12.51,12.526,12.639,12.744,13.042,13.101,13.179,12.341,12.409,12.739,13.038,13.357,12.589,12.505,12.747,-1.009,-0.016,-0.113,-0.105,-0.059,-0.078,-0.068,-0.33,-0.299,-0.319,-0.516,-0.303,-0.158,-0.242,9.0,1.201,5.13E8
25000.0,10.896,12.024,12.134,12.266,12.404,12.751,12.833,12.925,11.737,11.96,12.36,12.689,13.027,12.18,12.062,12.395,-1.128,-0.11,-0.132,-0.138,-0.082,-0.092,-0.223,-0.4,-0.329,-0.338,-0.617,-0.391,-0.215,-0.333,9.0,1.204,2.528E8
30000.0,10.362,11.577,11.765,11.909,12.069,12.453,12.553,12.657,11.205,11.543,11.996,12.349,12.699,11.793,11.647,12.051,-1.215,-0.188,-0.144,-0.16,-0.1,-0.104,-0.338,-0.453,-0.353,-0.35,-0.688,-0.457,-0.258,-0.404,9.0,1.206,1.489E8
35000.0,9.987,11.246,11.488,11.635,11.807,12.206,12.316,12.42,10.83,11.231,11.719,12.085,12.44,11.499,11.338,11.782,-1.259,-0.242,-0.147,-0.172,-0.11,-0.104,-0.401,-0.488,-0.366,-0.355,-0.718,-0.487,-0.283,-0.444,9.0,1.205,1.116E8
40000.0,9.761,11.043,11.311,11.459,11.638,12.043,12.157,12.26,10.604,11.037,11.542,11.914,12.271,11.314,11.144,11.609,-1.282,-0.268,-0.148,-0.179,-0.114,-0.103,-0.433,-0.505,-0.372,-0.357,-0.732,-0.501,-0.295,-0.465,9.0,1.208,7.077E7
45000.0,9.6,10.897,11.181,11.331,11.514,11.923,12.039,12.142,10.444,10.897,11.413,11.789,12.148,11.18,11.005,11.483,-1.297,-0.284,-0.15,-0.183,-0.116,-0.103,-0.453,-0.516,-0.376,-0.359,-0.742,-0.51,-0.303,-0.478,9.0,1.21,4.614E7
50000.0,9.474,10.781,11.077,11.228,11.414,11.826,11.944,12.047,10.318,10.786,11.309,11.689,12.049,11.072,10.893,11.381,-1.307,-0.296,-0.151,-0.186,-0.118,-0.103,-0.468,-0.523,-0.38,-0.36,-0.749,-0.517,-0.309,-0.488,9.0,1.212,2.818E7
55000.0,9.369,10.684,10.988,11.141,11.328,11.743,11.862,11.965,10.213,10.691,11.22,11.603,11.964,10.98,10.799,11.294,-1.315,-0.304,-0.153,-0.187,-0.119,-0.103,-0.478,-0.529,-0.383,-0.361,-0.755,-0.523,-0.314,-0.495,9.0,1.214,1.438E7
60000.0,9.277,10.598,10.91,11.063,11.253,11.669,11.789,11.892,10.121,10.608,11.142,11.527,11.889,10.9,10.716,11.218,-1.321,-0.312,-0.153,-0.19,-0.12,-0.103,-0.487,-0.534,-0.385,-0.362,-0.759,-0.527,-0.318,-0.502,9.0,1.217,5487000.0
65000.0,9.194,10.521,10.839,10.993,11.184,11.602,11.723,11.826,10.039,10.533,11.072,11.458,11.821,10.827,10.641,11.148,-1.327,-0.318,-0.154,-0.191,-0.121,-0.103,-0.494,-0.539,-0.386,-0.363,-0.763,-0.53,-0.321,-0.507,9.0,1.22,1821000.0
70000.0,9.12,10.452,10.775,10.929,11.122,11.541,11.663,11.766,9.965,10.465,11.007,11.396,11.759,10.761,10.574,11.085,-1.332,-0.323,-0.154,-0.193,-0.122,-0.103,-0.5,-0.542,-0.389,-0.363,-0.766,-0.534,-0.324,-0.511,9.0,1.222,991500.0
75000.0,9.053,10.388,10.716,10.871,11.065,11.485,11.608,11.711,9.898,10.403,10.949,11.338,11.702,10.701,10.512,11.027,-1.335,-0.328,-0.155,-0.194,-0.123,-0.103,-0.505,-0.546,-0.389,-0.364,-0.769,-0.536,-0.326,-0.515,9.0,1.224,725700.0
80000.0,8.99,10.329,10.66,10.816,11.011,11.433,11.556,11.659,9.835,10.345,10.894,11.284,11.649,10.644,10.454,10.973,-1.339,-0.331,-0.156,-0.195,-0.123,-0.103,-0.51,-0.549,-0.39,-0.365,-0.773,-0.539,-0.329,-0.519,9.0,1.226,594300.0
85000.0,8.932,10.273,10.608,10.764,10.961,11.383,11.507,11.61,9.777,10.291,10.842,11.234,11.598,10.591,10.4,10.922,-1.341,-0.335,-0.156,-0.197,-0.124,-0.103,-0.514,-0.551,-0.392,-0.364,-0.775,-0.541,-0.331,-0.522,9.0,1.228,490100.0
90000.0,8.877,10.221,10.56,10.716,10.914,11.337,11.461,11.564,9.722,10.24,10.793,11.186,11.551,10.542,10.349,10.875,-1.344,-0.339,-0.156,-0.198,-0.124,-0.103,-0.518,-0.553,-0.393,-0.365,-0.777,-0.544,-0.333,-0.526,9.0,1.229,359800.0
100000.0,8.781,10.13,10.473,10.631,10.83,11.255,11.38,11.483,9.626,10.15,10.708,11.102,11.468,10.454,10.259,10.79,-1.349,-0.343,-0.158,-0.199,-0.125,-0.103,-0.524,-0.558,-0.394,-0.366,-0.782,-0.547,-0.336,-0.531,9.0,1.227,86100.0
110000.0,8.703,10.056,10.404,10.562,10.763,11.189,11.315,11.418,9.548,10.078,10.639,11.035,11.401,10.383,10.187,10.722,-1.353,-0.348,-0.158,-0.201,-0.126,-0.103,-0.53,-0.561,-0.396,-0.366,-0.785,-0.55,-0.339,-0.535,9.0,1.215,4321.0
120000.0,8.642,9.998,10.35,10.509,10.711,11.139,11.265,11.368,9.487,10.021,10.585,10.983,11.35,10.328,10.131,10.67,-1.356,-0.352,-0.159,-0.202,-0.126,-0.103,-0.534,-0.564,-0.398,-0.367,-0.789,-0.554,-0.342,-0.539,9.0,1.192,56.99
130000.0,8.593,9.952,10.307,10.467,10.67,11.099,11.226,11.329,9.439,9.976,10.543,10.942,11.309,10.285,10.086,10.629,-1.359,-0.355,-0.16,-0.203,-0.127,-0.103,-0.537,-0.567,-0.399,-0.367,-0.792,-0.556,-0.344,-0.543,9.0,1.163,0.7305
140000.0,8.551,9.912,10.27,10.431,10.635,11.065,11.192,11.296,9.396,9.937,10.506,10.906,11.274,10.247,10.047,10.593,-1.361,-0.358,-0.161,-0.204,-0.127,-0.104,-0.541,-0.569,-0.4,-0.368,-0.795,-0.559,-0.346,-0.546,9.0,1.133,0.05296
1500.0,24.057,22.162,20.414,20.517,22.573,22.282,22.274,23.363,25.047,21.241,20.37,22.925,22.592,20.967,20.861,21.877,1.895,1.748,-0.103,-2.056,0.008,-1.089,3.806,0.871,-2.555,0.333,-1.868,-1.912,-0.91,-1.016,9.5,1.365,3.5E9
1750.0,24.359,22.452,20.505,20.459,21.686,21.578,21.651,22.514,25.311,21.416,20.363,22.047,21.826,20.938,20.95,21.268,1.907,1.947,0.046,-1.227,-0.073,-0.863,3.895,1.053,-1.684,0.221,-1.073,-1.215,-0.33,-0.318,9.5,1.365,3.49900006E9
2000.0,24.077,22.433,20.452,20.196,20.936,20.929,21.091,21.772,25.004,21.415,20.147,21.315,21.156,20.705,20.844,20.652,1.644,1.981,0.256,-0.74,-0.162,-0.681,3.589,1.268,-1.168,0.159,-0.477,-0.782,0.053,0.192,9.5,1.365,3.48899994E9
2250.0,23.747,22.208,20.297,19.874,20.278,20.351,20.581,21.122,24.664,21.245,19.875,20.67,20.561,20.379,20.634,20.09,1.539,1.911,0.423,-0.404,-0.23,-0.541,3.419,1.37,-0.795,0.109,-0.054,-0.476,0.289,0.544,9.5,1.365,3.47500006E9
2500.0,23.424,21.965,20.109,19.567,19.702,19.827,20.104,20.527,24.333,21.034,19.623,20.105,20.034,20.05,20.415,19.595,1.459,1.856,0.542,-0.135,-0.277,-0.423,3.299,1.411,-0.482,0.071,0.282,-0.204,0.455,0.82,9.5,1.365,3.46300006E9
2750.0,23.097,21.719,19.908,19.275,19.185,19.339,19.664,20.002,23.998,20.814,19.389,19.602,19.555,19.729,20.197,19.151,1.378,1.811,0.633,0.09,-0.325,-0.338,3.184,1.425,-0.213,0.047,0.569,0.05,0.578,1.046,9.5,1.365,3.45400013E9
3000.0,22.764,21.47,19.72,19.019,18.725,18.876,19.234,19.505,23.658,20.596,19.191,19.167,19.121,19.435,19.999,18.759,1.294,1.75,0.701,0.294,-0.358,-0.271,3.062,1.405,0.024,0.046,0.844,0.315,0.676,1.24,9.5,1.365,3.44899994E9
3250.0,22.417,21.209,19.511,18.768,18.327,18.435,18.804,19.022,23.303,20.364,18.983,18.797,18.734,19.151,19.785,18.411,1.208,1.698,0.743,0.441,-0.369,-0.218,2.939,1.381,0.186,0.063,1.076,0.548,0.74,1.374,9.5,1.365,3.444E9
3500.0,22.051,20.936,19.312,18.553,18.005,18.017,18.371,18.552,22.929,20.126,18.8,18.502,18.404,18.905,19.583,18.123,1.115,1.624,0.759,0.548,-0.354,-0.181,2.803,1.326,0.298,0.098,1.295,0.783,0.782,1.46,9.5,1.365,3.44E9
3750.0,21.656,20.641,19.104,18.357,17.753,17.62,17.932,18.081,22.526,19.872,18.62,18.268,18.135,18.684,19.374,17.885,1.015,1.537,0.747,0.604,-0.312,-0.149,2.654,1.252,0.352,0.133,1.484,1.0,0.799,1.489,9.5,1.365,3.43800013E9
4000.0,21.232,20.326,18.887,18.171,17.552,17.257,17.497,17.616,22.094,19.602,18.436,18.073,17.919,18.48,19.154,17.687,0.906,1.439,0.716,0.619,-0.24,-0.119,2.492,1.166,0.363,0.154,1.63,1.179,0.793,1.467,9.5,1.365,3.436E9
4250.0,20.765,19.982,18.655,17.982,17.375,16.949,17.088,17.168,21.619,19.309,18.242,17.895,17.738,18.278,18.916,17.508,0.783,1.327,0.673,0.607,-0.139,-0.08,2.31,1.067,0.347,0.157,1.706,1.293,0.77,1.408,9.5,1.365,3.43500006E9
4500.0,20.258,19.612,18.406,17.784,17.205,16.71,16.721,16.779,21.105,18.995,18.034,17.717,17.572,18.068,18.659,17.332,0.646,1.206,0.622,0.579,-0.011,-0.058,2.11,0.961,0.317,0.145,1.696,1.324,0.736,1.327,9.5,1.365,3.43500006E9
4750.0,19.734,19.233,18.151,17.579,17.035,16.529,16.41,16.43,20.573,18.673,17.819,17.537,17.411,17.852,18.391,17.156,0.501,1.082,0.572,0.544,0.119,-0.02,1.9,0.854,0.282,0.126,1.622,1.29,0.696,1.235,9.5,1.365,3.40999987E9
5000.0,19.213,18.858,17.895,17.372,16.865,16.381,16.173,16.15,20.045,18.352,17.6,17.355,17.252,17.632,18.119,16.979,0.355,0.963,0.523,0.507,0.208,0.023,1.693,0.752,0.245,0.103,1.514,1.219,0.653,1.14,9.5,1.365,3.34700006E9
5250.0,18.707,18.493,17.64,17.165,16.696,16.248,15.998,15.94,19.534,18.037,17.382,17.174,17.096,17.411,17.848,16.803,0.214,0.853,0.475,0.469,0.25,0.058,1.497,0.655,0.208,0.078,1.392,1.134,0.608,1.045,9.5,1.365,3.27699994E9
5500.0,18.232,18.152,17.398,16.966,16.533,16.126,15.868,15.8,19.054,17.741,17.174,17.001,16.946,17.198,17.588,16.634,0.08,0.754,0.432,0.433,0.258,0.068,1.313,0.567,0.173,0.055,1.272,1.048,0.564,0.954,9.5,1.365,3.20999987E9
6000.0,17.405,17.559,16.968,16.61,16.241,15.91,15.671,15.615,18.221,17.219,16.803,16.688,16.676,16.812,17.124,16.331,-0.154,0.591,0.358,0.369,0.239,0.056,1.002,0.416,0.115,0.012,1.058,0.893,0.481,0.793,9.5,1.365,3.036E9
6500.0,16.715,17.074,16.61,16.314,15.996,15.73,15.519,15.481,17.529,16.791,16.495,16.426,16.45,16.487,16.735,16.078,-0.359,0.464,0.296,0.318,0.211,0.038,0.738,0.296,0.069,-0.024,0.88,0.765,0.409,0.657,9.5,1.365,2.62099994E9
7000.0,16.161,16.685,16.315,16.069,15.793,15.581,15.395,15.376,16.978,16.443,16.242,16.209,16.262,16.217,16.413,15.869,-0.524,0.37,0.246,0.276,0.186,0.019,0.535,0.201,0.033,-0.053,0.734,0.661,0.348,0.544,9.5,1.365,2.44999987E9
7500.0,15.733,16.367,16.063,15.859,15.618,15.454,15.291,15.288,16.553,16.153,16.023,16.023,16.101,15.985,16.142,15.688,-0.634,0.304,0.204,0.241,0.163,0.003,0.4,0.13,0.0,-0.078,0.609,0.569,0.297,0.454,9.5,1.365,2.31900006E9
8000.0,15.392,16.096,15.838,15.668,15.459,15.34,15.2,15.21,16.215,15.901,15.826,15.854,15.954,15.777,15.904,15.524,-0.704,0.258,0.17,0.209,0.14,-0.01,0.314,0.075,-0.028,-0.1,0.498,0.486,0.253,0.38,9.5,1.366,2.18700006E9
8500.0,15.108,15.858,15.631,15.49,15.31,15.235,15.117,15.138,15.933,15.675,15.643,15.695,15.816,15.585,15.689,15.37,-0.75,0.227,0.141,0.18,0.118,-0.021,0.258,0.032,-0.052,-0.121,0.396,0.408,0.215,0.319,9.5,1.366,2.08E9
9000.0,14.864,15.644,15.438,15.323,15.169,15.137,15.04,15.069,15.69,15.469,15.471,15.545,15.686,15.407,15.491,15.225,-0.78,0.206,0.115,0.154,0.097,-0.029,0.221,-0.002,-0.074,-0.141,0.301,0.334,0.182,0.266,9.5,1.366,1.994E9
9500.0,14.647,15.448,15.256,15.166,15.035,15.045,14.966,15.001,15.474,15.279,15.31,15.403,15.563,15.24,15.307,15.088,-0.801,0.192,0.09,0.131,0.079,-0.035,0.195,-0.031,-0.093,-0.16,0.211,0.265,0.152,0.219,9.5,1.366,1.91E9
10000.0,14.449,15.267,15.084,15.015,14.908,14.957,14.895,14.936,15.278,15.101,15.156,15.267,15.446,15.082,15.135,14.958,-0.818,0.183,0.069,0.107,0.062,-0.041,0.177,-0.055,-0.111,-0.179,0.127,0.199,0.124,0.177,9.5,1.366,1.82499994E9
10500.0,14.288,15.12,14.942,14.892,14.804,14.884,14.835,14.879,15.118,14.956,15.03,15.156,15.35,14.952,14.994,14.851,-0.832,0.178,0.05,0.088,0.049,-0.044,0.162,-0.074,-0.126,-0.194,0.058,0.146,0.101,0.143,9.5,1.366,1.74700006E9
11000.0,14.111,14.955,14.782,14.753,14.686,14.802,14.766,14.815,14.941,14.793,14.887,15.03,15.241,14.805,14.836,14.73,-0.844,0.173,0.029,0.067,0.036,-0.049,0.148,-0.094,-0.143,-0.211,-0.02,0.085,0.075,0.106,9.5,1.366,1.68499994E9
11500.0,13.951,14.807,14.639,14.629,14.582,14.728,14.705,14.755,14.782,14.647,14.76,14.919,15.146,14.674,14.694,14.623,-0.856,0.168,0.01,0.047,0.023,-0.05,0.135,-0.113,-0.159,-0.227,-0.089,0.032,0.051,0.071,9.5,1.366,1.632E9
12000.0,13.808,14.679,14.518,14.523,14.494,14.664,14.65,14.703,14.64,14.522,14.651,14.825,15.065,14.562,14.572,14.532,-0.871,0.161,-0.005,0.029,0.014,-0.053,0.118,-0.129,-0.174,-0.24,-0.146,-0.013,0.03,0.04,9.5,1.366,1.57900006E9
12500.0,13.679,14.566,14.415,14.433,14.418,14.607,14.601,14.657,14.512,14.412,14.559,14.744,14.996,14.465,14.466,14.454,-0.887,0.151,-0.018,0.015,0.006,-0.056,0.1,-0.147,-0.185,-0.252,-0.192,-0.048,0.011,0.012,9.5,1.366,1.522E9
13000.0,13.561,14.464,14.324,14.354,14.352,14.557,14.558,14.616,14.394,14.315,14.477,14.674,14.934,14.379,14.371,14.386,-0.903,0.14,-0.03,0.002,-0.001,-0.058,0.079,-0.162,-0.197,-0.26,-0.233,-0.08,-0.007,-0.015,9.5,1.366,1.46300006E9
13500.0,13.453,14.371,14.242,14.283,14.292,14.511,14.518,14.578,14.287,14.226,14.404,14.611,14.879,14.302,14.286,14.324,-0.918,0.129,-0.041,-0.009,-0.007,-0.06,0.061,-0.178,-0.207,-0.268,-0.269,-0.107,-0.022,-0.038,9.5,1.366,1.406E9
14000.0,13.355,14.287,14.169,14.219,14.24,14.47,14.482,14.545,14.189,14.146,14.338,14.555,14.83,14.232,14.209,14.269,-0.932,0.118,-0.05,-0.021,-0.012,-0.063,0.043,-0.192,-0.217,-0.275,-0.301,-0.132,-0.037,-0.06,9.5,1.366,1.356E9
14500.0,13.268,14.213,14.105,14.164,14.194,14.435,14.451,14.516,14.103,14.076,14.281,14.507,14.787,14.171,14.141,14.221,-0.945,0.108,-0.059,-0.03,-0.016,-0.065,0.027,-0.205,-0.226,-0.28,-0.33,-0.154,-0.05,-0.08,9.5,1.366,1.312E9
15000.0,13.196,14.151,14.051,14.118,14.156,14.405,14.426,14.492,14.032,14.016,14.233,14.467,14.752,14.12,14.084,14.182,-0.955,0.1,-0.067,-0.038,-0.021,-0.066,0.016,-0.217,-0.234,-0.285,-0.354,-0.172,-0.062,-0.098,9.5,1.366,1.27100006E9
15500.0,13.139,14.101,14.008,14.081,14.126,14.382,14.405,14.474,13.974,13.969,14.195,14.435,14.724,14.079,14.038,14.15,-0.962,0.093,-0.073,-0.045,-0.023,-0.069,0.005,-0.226,-0.24,-0.289,-0.374,-0.187,-0.071,-0.112,9.5,1.366,1.23100006E9
16000.0,13.086,14.056,13.968,14.047,14.099,14.36,14.387,14.456,13.922,13.926,14.16,14.406,14.699,14.041,13.997,14.122,-0.97,0.088,-0.079,-0.052,-0.027,-0.069,-0.004,-0.234,-0.246,-0.293,-0.392,-0.2,-0.081,-0.125,9.5,1.366,1.19100006E9
16500.0,13.031,14.009,13.928,14.013,14.071,14.338,14.367,14.438,13.868,13.881,14.124,14.376,14.672,14.002,13.954,14.092,-0.978,0.081,-0.085,-0.058,-0.029,-0.071,-0.013,-0.243,-0.252,-0.296,-0.41,-0.214,-0.09,-0.138,9.5,1.367,1.15E9
17000.0,12.972,13.958,13.884,13.975,14.041,14.314,14.346,14.418,13.809,13.832,14.085,14.344,14.644,13.96,13.907,14.06,-0.986,0.074,-0.091,-0.066,-0.032,-0.072,-0.023,-0.253,-0.259,-0.3,-0.43,-0.229,-0.1,-0.153,9.5,1.367,1.11E9
20000.0,12.57,13.623,13.616,13.731,13.831,14.141,14.194,14.274,13.409,13.521,13.834,14.125,14.444,13.688,13.607,13.84,-1.053,0.007,-0.115,-0.1,-0.053,-0.08,-0.112,-0.313,-0.291,-0.319,-0.525,-0.307,-0.152,-0.233,9.5,1.367,9.368E8
25000.0,11.976,13.134,13.228,13.363,13.496,13.853,13.93,14.024,12.818,13.071,13.458,13.781,14.12,13.282,13.165,13.492,-1.158,-0.094,-0.135,-0.133,-0.077,-0.094,-0.253,-0.387,-0.323,-0.339,-0.625,-0.395,-0.21,-0.327,9.5,1.368,6.892E8
30000.0,11.449,12.684,12.862,13.007,13.164,13.554,13.652,13.755,12.291,12.651,13.096,13.444,13.794,12.894,12.75,13.149,-1.235,-0.178,-0.145,-0.157,-0.098,-0.103,-0.36,-0.445,-0.348,-0.35,-0.692,-0.458,-0.255,-0.399,9.5,1.369,3.744E8
35000.0,11.017,12.285,12.522,12.671,12.84,13.242,13.351,13.455,11.86,12.272,12.756,13.118,13.473,12.536,12.375,12.818,-1.268,-0.237,-0.149,-0.169,-0.109,-0.104,-0.412,-0.484,-0.362,-0.355,-0.72,-0.486,-0.282,-0.443,9.5,1.461,5.502E8
40000.0,10.798,12.087,12.351,12.501,12.678,13.086,13.199,13.303,11.642,12.083,12.585,12.954,13.312,12.357,12.188,12.651,-1.289,-0.264,-0.15,-0.177,-0.113,-0.104,-0.441,-0.502,-0.369,-0.358,-0.735,-0.501,-0.294,-0.463,9.5,1.461,6.4049997E8
45000.0,10.643,11.945,12.226,12.377,12.558,12.97,13.086,13.19,11.487,11.947,12.459,12.834,13.193,12.227,12.052,12.529,-1.302,-0.281,-0.151,-0.181,-0.116,-0.104,-0.46,-0.512,-0.375,-0.359,-0.744,-0.511,-0.302,-0.477,9.5,1.46,5.4510003E8
50000.0,10.521,11.833,12.125,12.278,12.462,12.877,12.994,13.098,11.365,11.838,12.359,12.737,13.097,12.122,11.944,12.431,-1.312,-0.292,-0.153,-0.184,-0.117,-0.104,-0.473,-0.521,-0.378,-0.36,-0.752,-0.518,-0.309,-0.487,9.5,1.46,3.184E8
55000.0,10.418,11.737,12.039,12.193,12.38,12.796,12.915,13.019,11.263,11.746,12.273,12.654,13.015,12.033,11.852,12.347,-1.319,-0.302,-0.154,-0.187,-0.119,-0.104,-0.483,-0.527,-0.381,-0.361,-0.757,-0.523,-0.314,-0.495,9.5,1.461,1.167E8
60000.0,10.33,11.654,11.964,12.118,12.307,12.726,12.846,12.95,11.174,11.665,12.198,12.581,12.944,11.956,11.772,12.274,-1.324,-0.31,-0.154,-0.189,-0.12,-0.104,-0.491,-0.533,-0.383,-0.363,-0.762,-0.528,-0.318,-0.502,9.5,1.461,2.443E7
65000.0,10.25,11.579,11.895,12.05,12.241,12.661,12.782,12.887,11.094,11.592,12.129,12.515,12.877,11.885,11.699,12.206,-1.329,-0.316,-0.155,-0.191,-0.121,-0.105,-0.498,-0.537,-0.386,-0.362,-0.766,-0.532,-0.321,-0.507,9.5,1.463,4000000.0
70000.0,10.179,11.512,11.834,11.989,12.182,12.603,12.726,12.83,11.023,11.527,12.068,12.455,12.819,11.822,11.634,12.146,-1.333,-0.322,-0.155,-0.193,-0.123,-0.104,-0.504,-0.541,-0.387,-0.364,-0.769,-0.535,-0.324,-0.512,9.5,1.463,1566000.0
75000.0,10.115,11.452,11.778,11.934,12.128,12.551,12.674,12.778,10.959,11.468,12.013,12.401,12.765,11.765,11.576,12.092,-1.337,-0.326,-0.156,-0.194,-0.123,-0.104,-0.509,-0.545,-0.388,-0.364,-0.773,-0.538,-0.327,-0.516,9.5,1.462,987800.0
80000.0,10.055,11.395,11.725,11.882,12.077,12.501,12.625,12.73,10.9,11.412,11.96,12.35,12.715,11.711,11.52,12.04,-1.34,-0.33,-0.157,-0.195,-0.124,-0.105,-0.512,-0.548,-0.39,-0.365,-0.776,-0.541,-0.329,-0.52,9.5,1.462,747600.0
85000.0,9.999,11.343,11.676,11.834,12.03,12.455,12.579,12.684,10.844,11.361,11.912,12.302,12.668,11.661,11.469,11.992,-1.344,-0.333,-0.158,-0.196,-0.124,-0.105,-0.517,-0.551,-0.39,-0.366,-0.779,-0.543,-0.331,-0.523,9.5,1.461,577400.0
90000.0,9.949,11.294,11.632,11.789,11.987,12.412,12.538,12.642,10.794,11.314,11.867,12.259,12.625,11.615,11.422,11.948,-1.345,-0.338,-0.157,-0.198,-0.126,-0.104,-0.52,-0.553,-0.392,-0.366,-0.78,-0.545,-0.333,-0.526,9.5,1.459,370800.0
100000.0,9.863,11.213,11.556,11.715,11.914,12.341,12.467,12.572,10.708,11.234,11.792,12.186,12.552,11.538,11.343,11.875,-1.35,-0.343,-0.159,-0.199,-0.126,-0.105,-0.526,-0.558,-0.394,-0.366,-0.785,-0.549,-0.337,-0.532,9.5,1.445,37090.0
110000.0,9.802,11.156,11.504,11.663,11.864,12.293,12.42,12.525,10.648,11.179,11.74,12.136,12.503,11.484,11.288,11.824,-1.354,-0.348,-0.159,-0.201,-0.127,-0.105,-0.531,-0.561,-0.396,-0.367,-0.789,-0.553,-0.34,-0.536,9.5,1.41,142.8
120000.0,9.768,11.125,11.476,11.636,11.838,12.269,12.397,12.502,10.613,11.149,11.713,12.11,12.478,11.455,11.258,11.798,-1.357,-0.351,-0.16,-0.202,-0.128,-0.105,-0.536,-0.564,-0.397,-0.368,-0.793,-0.556,-0.343,-0.54,9.5,1.353,0.01314
130000.0,9.753,11.113,11.468,11.628,11.832,12.263,12.392,12.497,10.598,11.137,11.704,12.103,12.471,11.446,11.247,11.791,-1.36,-0.355,-0.16,-0.204,-0.129,-0.105,-0.539,-0.567,-0.399,-0.368,-0.795,-0.559,-0.345,-0.544,9.5,1.282,3.91E-7
140000.0,9.744,11.106,11.464,11.625,11.83,12.263,12.391,12.497,10.589,11.132,11.701,12.101,12.47,11.441,11.241,11.788,-1.362,-0.358,-0.161,-0.205,-0.128,-0.106,-0.543,-0.569,-0.4,-0.369,-0.799,-0.562,-0.347,-0.547,9.5,1.213,8.472E-10
